 {'薪资': '10k-20k', '工作经验': '1-3年', '公司名称': '北京自如友家资产管理有限公司', '职位': 'PHP工程师'}
{'薪资': '10k-20k', '工作经验': '1-3年', '公司名称': '广州小狗机器人技术有限公司北京分公司', '职位': '全栈工程师（go/python/php)'}
{'薪资': '25k-45k', '工作经验': '5-10年', '公司名称': '乐惠（北京）科技有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '25k-45k', '工作经验': '3-5年', '公司名称': '乐惠（北京）科技有限公司', '职位': '高级PHP'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '乐惠（北京）科技有限公司', '职位': 'PHP'}
{'薪资': '25k-45k', '工作经验': '3-5年', '公司名称': '乐惠（北京）科技有限公司', '职位': '高级PHP'}
{'薪资': '25k-45k', '工作经验': '5-10年', '公司名称': '乐惠（北京）科技有限公司', '职位': 'PHP高级研发'}
{'薪资': '25k-45k', '工作经验': '3-5年', '公司名称': '乐惠（北京）科技有限公司', '职位': '高级PHP'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '乐惠（北京）科技有限公司', '职位': 'PHP高级研发工程师'}
{'薪资': '25k-45k', '工作经验': '5-10年', '公司名称': '乐惠（北京）科技有限公司', '职位': 'PHP高级研发工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '乐惠（北京）科技有限公司', '职位': 'PHP高级'}
{'薪资': '10k-20k', '工作经验': '3-5年', '公司名称': '北京智借网络科技有限公司', '职位': 'PHP开发工程师-Y'}
{'薪资': '20k-40k', '工作经验': '不限', '公司名称': '互动峰科技(北京)有限公司', '职位': 'php开发工程师（20k-40K）'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '乐惠（北京）科技有限公司', '职位': 'PHP高级研发工程师'}
{'薪资': '20k-40k', '工作经验': '不限', '公司名称': '互动峰科技(北京)有限公司', '职位': 'php开发工程师（20k-40K）'}
{'薪资': '20k-40k', '工作经验': '不限', '公司名称': '互动峰科技(北京)有限公司', '职位': 'php开发工程师（20k-40K）'}
{'薪资': '25k-45k', '工作经验': '5-10年', '公司名称': '乐惠（北京）科技有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '20k-40k', '工作经验': '不限', '公司名称': '互动峰科技(北京)有限公司', '职位': 'php开发工程师（20k-40K）'}
{'薪资': '15k-20k', '工作经验': '3-5年', '公司名称': '北京轻松筹网络科技有限公司', '职位': 'PHP服务器端开发工程师'}
{'薪资': '15k-30k', '工作经验': '不限', '公司名称': '互动峰科技(北京)有限公司', '职位': 'php开发（15-35k/月）'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': 'PHP开发工程师-公共平台'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': '【滴滴打车】PHP研发工程师'}
{'薪资': '20k-40k', '工作经验': '1-3年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': 'PHP开发工程师'}
{'薪资': '25k-45k', '工作经验': '3-5年', '公司名称': '乐惠（北京）科技有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '20k-40k', '工作经验': '不限', '公司名称': '互动峰科技(北京)有限公司', '职位': 'php开发工程师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京世纪好未来教育科技有限公司', '职位': '高级PHP工程师'}
{'薪资': '20k-40k', '工作经验': '不限', '公司名称': '互动峰科技(北京)有限公司', '职位': 'php开发工程师（20k-40K）'}
{'薪资': '18k-35k', '工作经验': '3-5年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': '【高级PHP研发工程师】'}
{'薪资': '20k-40k', '工作经验': '不限', '公司名称': '互动峰科技(北京)有限公司', '职位': 'php开发工程师'}
{'薪资': '20k-40k', '工作经验': '不限', '公司名称': '互动峰科技(北京)有限公司', '职位': 'php工程师（20k-40k/月）'}
{'薪资': '15k-30k', '工作经验': '不限', '公司名称': '互动峰科技(北京)有限公司', '职位': 'php开发工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '乐惠（北京）科技有限公司', '职位': 'PHP高级研发'}
{'薪资': '20k-40k', '工作经验': '不限', '公司名称': '互动峰科技(北京)有限公司', '职位': 'php开发工程师（20k-40K）'}
{'薪资': '25k-35k', '工作经验': '3-5年', '公司名称': '上海淇毓信息科技有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '18k-36k', '工作经验': '3-5年', '公司名称': '北京世纪好未来教育科技有限公司', '职位': 'PHP研发工程师（直播）'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': 'PHP高级研发攻城狮'}
{'薪资': '18k-36k', '工作经验': '3-5年', '公司名称': '北京世纪好未来教育科技有限公司', '职位': 'PHP研发工程师（直播）'}
{'薪资': '17k-34k', '工作经验': '1-3年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': 'PHP开发工程师-基础信息'}
{'薪资': '30k-50k', '工作经验': '5-10年', '公司名称': '北京世纪好未来教育科技有限公司', '职位': '直播产品部-高级PHP研发工程师'}
{'薪资': '20k-35k', '工作经验': '3-5年', '公司名称': '北京智借网络科技有限公司', '职位': '创业团队急招 PHP 开发工程师'}
{'薪资': '20k-25k', '工作经验': '1-3年', '公司名称': '北京世纪好未来教育科技有限公司', '职位': '应用研发部-高级PHP工程师'}
{'薪资': '18k-36k', '工作经验': '3-5年', '公司名称': '北京轻松筹网络科技有限公司', '职位': 'PHP 高级工程师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': '【滴滴打车】PHP研发工程师/架构师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': 'PHP开发工程师-公共服务'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': '高级PHP开发工程师/架构师'}
{'薪资': '20k-40k', '工作经验': '1-3年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': '高级PHP开发工程师/架构师'}
{'薪资': '17k-25k', '工作经验': '3-5年', '公司名称': '北京世纪好未来教育科技有限公司', '职位': '未来魔法校-PHP工程师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': 'PHP高级开发工程师/架构师'}
{'薪资': '15k-20k', '工作经验': '1-3年', '公司名称': '北京智借网络科技有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '25k-50k', '工作经验': '5-10年', '公司名称': '北京蚂蜂窝网络科技有限公司', '职位': '资深PHP/PHP专家'}
{'薪资': '25k-40k', '工作经验': '不限', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': 'PHP开发工程师-平台技术'}
{'薪资': '25k-35k', '工作经验': '1-3年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': 'PHP开发工程师/架构师-平台技术(J170525254)'}
{'薪资': '25k-35k', '工作经验': '3-5年', '公司名称': '上海淇毓信息科技有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '小船出海教育科技（北京）有限公司', '职位': 'PHP开发工程师（直播）'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '北京中公教育科技股份有限公司', '职位': 'PHP研发经理'}
{'薪资': '18k-36k', '工作经验': '不限', '公司名称': '互动峰科技(北京)有限公司', '职位': 'php开发工程师'}
{'薪资': '15k-30k', '工作经验': '1-3年', '公司名称': '北京世纪好未来教育科技有限公司', '职位': 'PHP工程师（应用研发）'}
{'薪资': '15k-30k', '工作经验': '1-3年', '公司名称': '北京蚂蜂窝网络科技有限公司', '职位': '社区高级PHP研发工程师'}
{'薪资': '20k-40k', '工作经验': '不限', '公司名称': '互动峰科技(北京)有限公司', '职位': 'php开发工程师（20k-40K）'}
{'薪资': '25k-40k', '工作经验': '3-5年', '公司名称': '乐惠（北京）科技有限公司', '职位': 'PHP后端研发'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': '高级PHP开发工程师/架构师'}
{'薪资': '25k-50k', '工作经验': '5-10年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': 'PHP高级开发攻城狮-业务安全'}
{'薪资': '25k-35k', '工作经验': '3-5年', '公司名称': '上海淇毓信息科技有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '小船出海教育科技（北京）有限公司', '职位': 'PHP研发工程师（平台）'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': 'PHP高级开发工程师/架构师'}
{'薪资': '20k-40k', '工作经验': '不限', '公司名称': '互动峰科技(北京)有限公司', '职位': 'php开发工程师（20k-40K）'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': '高级PHP工程师/架构师-平台技术'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '新浪网技术（中国）有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '北京世纪好未来教育科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '18k-36k', '工作经验': '3-5年', '公司名称': '北京世纪好未来教育科技有限公司', '职位': '大数据部-高级PHP工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '新浪网技术（中国）有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '新浪网技术（中国）有限公司', '职位': '高级PHP工程师'}
{'薪资': '20k-40k', '工作经验': '不限', '公司名称': '互动峰科技(北京)有限公司', '职位': 'php研发工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '新浪网技术（中国）有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': '滴滴 PHP高级开发工程师/架构师'}
{'薪资': '20k-40k', '工作经验': '不限', '公司名称': '互动峰科技(北京)有限公司', '职位': 'php开发工程师'}
{'薪资': '15k-30k', '工作经验': '1-3年', '公司名称': '北京蚂蜂窝网络科技有限公司', '职位': '搜索研发工程师（PHP语言开发）'}
{'薪资': '18k-36k', '工作经验': '3-5年', '公司名称': '北京蚂蜂窝网络科技有限公司', '职位': '搜索研发工程师（PHP开发语言）'}
{'薪资': '18k-30k', '工作经验': '3-5年', '公司名称': '新浪网技术（中国）有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': '滴滴打车PHP高级开发工程师/架构师'}
{'薪资': '20k-35k', '工作经验': '应届毕业生', '公司名称': '北京蚂蜂窝网络科技有限公司', '职位': '高级PHP开发工程师（酒店商业化）'}
{'薪资': '20k-40k', '工作经验': '不限', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': 'PHP开发工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '新浪网技术（中国）有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': '高级PHP开发工程师-国际化方向'}
{'薪资': '20k-40k', '工作经验': '5-10年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': 'PHP架构工程师'}
{'薪资': '25k-40k', '工作经验': '5-10年', '公司名称': '北京世纪好未来教育科技有限公司', '职位': '在线产品研发部-PHP高级开发工程师'}
{'薪资': '20k-40k', '工作经验': '不限', '公司名称': '互动峰科技(北京)有限公司', '职位': 'php开发工程师（20k-40K）'}
{'薪资': '25k-40k', '工作经验': '3-5年', '公司名称': '乐惠（北京）科技有限公司', '职位': 'PHP后端高级研发'}
{'薪资': '15k-30k', '工作经验': '1-3年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': 'PHP开发工程师/架构师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '北京世纪好未来教育科技有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '20k-35k', '工作经验': '3-5年', '公司名称': '北京蚂蜂窝网络科技有限公司', '职位': '资深PHP开发工程师（电商业务）'}
{'薪资': '25k-45k', '工作经验': '3-5年', '公司名称': '北京蚂蜂窝网络科技有限公司', '职位': '高级PHP开发工程师（广告业务）'}
{'薪资': '30k-60k', '工作经验': '5-10年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': 'php/golang专家'}
{'薪资': '25k-45k', '工作经验': '3-5年', '公司名称': '北京蚂蜂窝网络科技有限公司', '职位': '高级PHP开发工程师（平台方向）'}
{'薪资': '12k-24k', '工作经验': '应届毕业生', '公司名称': '北京陌陌科技有限公司', '职位': 'PHP开发工程师（商业化）（19届）'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': '高级PHP研发工程师/架构师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': '【滴滴招聘】PHP开发工程师--大数据'}
{'薪资': '25k-40k', '工作经验': '1-3年', '公司名称': '乐惠（北京）科技有限公司', '职位': 'PHP高级研发工程师'}
{'薪资': '15k-25k', '工作经验': '不限', '公司名称': '互动峰科技(北京)有限公司', '职位': '初级php工程师'}
